982,341,221,141
976,339,235,131
976,339,235,131
976,339,235,131
976,339,235,130
703,354,242,129
703,354,242,129
696,354,245,130
695,353,244,130
678,355,243,129
762,356,236,126
808,352,245,130
807,351,250,133
808,351,242,129
806,351,247,132
846,351,244,130
846,351,243,130
964,350,243,129
967,352,242,129
966,352,243,129
966,352,243,129
966,352,243,129
981,354,247,132
982,354,241,128
1165,354,236,125
1162,351,239,127
1165,354,237,126
1161,351,241,128
1216,350,236,125
1216,350,236,126
1216,350,235,125
1216,351,236,125
1217,351,236,126
1215,350,236,126
1216,350,236,125
1215,350,236,125
1215,350,236,125
1435,331,251,141
1435,331,251,141
1435,330,251,141
1435,330,251,141
1435,330,251,141
1436,332,251,141
1295,326,243,137
1326,329,166,105
1297,333,222,119
1295,331,224,121
1299,334,217,117
1299,334,218,117
1299,334,218,118
1296,332,221,119
1298,334,219,118
804,347,284,142
801,346,286,143
808,348,271,135
811,349,271,135
835,352,283,141
853,348,276,138
863,344,257,113
863,344,253,111
860,343,260,114
861,343,259,114
861,342,259,114
453,349,285,159
440,350,285,141
444,340,295,139
444,340,295,139
444,340,294,138
444,340,294,138
444,340,294,138
596,343,292,137
596,344,289,136
595,344,285,134
597,343,284,133
592,343,289,136
593,343,291,137
593,344,291,137
595,343,285,134
594,344,290,136
596,343,285,134
594,344,290,136
594,344,290,136
596,344,283,133
614,344,302,142
617,344,292,137
612,343,303,142
612,343,302,142
613,343,304,143
609,340,306,144
609,341,308,145
611,340,304,143
610,341,305,143
610,341,305,143
610,341,305,143
616,342,303,143
615,342,305,143
614,340,305,143
615,342,306,144
615,342,305,144
614,340,305,144
616,342,304,143
616,342,304,143
616,342,304,143
616,342,304,143
616,342,303,142
620,343,294,138
620,343,299,140
180,343,307,144
174,339,315,148
174,340,312,147
173,340,312,147
173,340,312,147
173,340,313,147
182,339,328,154
181,339,330,155
181,338,323,152
218,327,236,153
1483,337,217,127
1482,336,219,128
1477,332,227,133
918,342,226,132
803,340,241,141
938,340,236,138
958,337,239,140
960,338,237,138
958,336,239,140
959,336,240,140
960,336,239,140
960,336,239,140
959,336,240,140
958,335,240,140
962,336,241,141
962,335,241,141
961,334,241,141
963,334,242,141
963,334,242,141
963,334,242,141
963,334,242,141
963,334,242,141
963,334,242,141
965,336,242,141
964,336,242,141
963,335,242,142
963,335,242,141
964,336,242,141
963,335,242,141
964,335,242,141
963,333,246,143
965,334,242,141
965,334,242,141
965,334,242,141
965,334,242,141
966,336,241,141
965,334,242,141
965,334,241,141
966,335,242,141
964,335,242,141
968,335,242,141
968,335,242,141
969,335,242,141
968,335,242,141
968,335,242,141
968,335,242,141
968,335,242,141
968,335,242,141
968,335,242,141
968,335,242,141
968,335,242,141
968,335,242,141
548,314,242,141
389,314,241,141
408,304,238,140
388,328,241,140
393,318,238,140
410,329,240,140
399,332,240,140
383,325,241,140
408,335,241,140
211,322,241,140
217,326,241,140
218,329,240,140
210,330,240,140
210,332,240,140
219,336,211,130
332,339,206,127
336,340,205,126
356,345,202,125
356,343,201,126
330,340,249,118
330,340,249,119
330,340,249,119
330,340,249,119
330,340,249,119
330,340,249,119
493,340,250,119
494,340,249,119
519,341,249,119
516,340,256,122
517,341,256,122
516,340,256,122
519,341,249,119
516,340,256,122
517,341,256,122
516,340,256,122
506,342,290,135
506,342,290,135
506,342,290,135
506,342,290,135
506,342,290,135
819,358,231,108
948,350,256,142
948,349,261,144
947,349,258,143
948,349,258,143
948,349,258,143
947,349,258,143
947,349,258,143
947,349,258,143
948,349,258,143
947,349,258,143
948,349,258,143
1246,336,260,144
1245,328,261,145
1245,323,261,145
1240,339,260,143
1239,339,264,145
1233,338,262,145
1230,345,262,145
1231,365,262,145
1307,352,262,145
1219,351,260,143
1210,338,262,145
1171,338,264,146
1189,347,260,142
1128,318,255,141
1094,331,254,141
1116,323,254,141
1062,337,254,141
1061,342,250,139
1078,338,237,130
1079,353,247,138
1062,339,242,133
1057,353,241,133
1058,336,268,138
1058,336,269,139
1055,333,273,141
1054,334,273,141
1055,333,273,141
1064,336,267,138
1061,334,271,140
1062,334,272,140
1091,353,248,138
1092,342,252,130
1092,342,252,130
1092,342,252,130
1098,342,251,129
1094,339,258,133
1093,339,260,134
1093,339,259,133
1098,342,252,130
718,346,282,146
717,346,283,147
718,346,282,146
498,346,287,149
496,345,287,149
496,345,287,149
467,345,287,149
468,345,288,149
466,344,288,149
467,345,288,149
469,345,285,148
467,345,285,148
469,344,285,148
488,345,288,149
488,345,288,149
488,345,288,149
488,345,288,149
491,346,289,150
490,347,289,150
490,347,289,150
491,346,288,149
490,347,290,150
492,346,288,150
491,345,288,150
491,345,288,150
490,345,289,150
493,348,287,149
499,348,286,148
496,345,289,150
495,345,291,151
495,345,290,151
495,345,291,151
515,346,289,150
517,348,288,149
516,348,289,150
516,348,289,150
535,349,287,149
532,347,288,150
535,348,288,149
531,347,289,150
534,349,288,149
534,348,289,150
187,342,284,146
217,348,241,151
217,348,241,151
217,348,241,151
217,348,241,151
217,348,241,151
217,348,241,151
21,357,229,144
20,357,232,145
19,356,230,144
21,357,229,143
21,357,228,143
21,357,228,143
21,357,227,142
144,351,236,148
139,346,245,154
141,347,243,152
140,347,244,153
139,347,244,152
139,347,244,152
153,348,242,151
153,347,243,152
152,347,244,153
152,347,244,153
152,347,245,153
150,345,247,155
151,346,245,154
152,347,244,153
156,346,247,155
157,346,247,154
153,344,249,156
157,346,247,155
157,346,247,155
157,346,247,155
157,346,247,155
157,346,247,155
156,346,247,154
156,346,247,155
158,346,246,154
144,337,276,172
145,337,275,171
145,337,275,171
143,337,282,175
145,338,275,171
142,337,282,175
0,339,286,178
0,336,289,180
35,354,127,129
35,354,126,128
35,354,127,129
238,353,229,113
218,352,253,126
218,352,253,126
218,352,253,126
218,352,253,126
218,352,253,126
196,338,298,151
199,339,295,150
196,338,296,151
225,343,265,144
228,345,265,144
228,345,265,144
204,343,302,160
1027,347,253,128
1025,345,258,141
1025,345,258,141
