685,312,287,136
685,312,286,136
685,312,286,136
685,312,286,136
684,312,287,137
684,312,286,136
685,312,286,136
684,312,287,137
686,314,286,136
685,312,287,137
684,312,287,137
686,314,286,136
688,314,284,135
683,315,291,138
683,314,290,138
684,315,286,136
683,315,290,138
683,315,291,138
681,314,293,139
682,314,293,139
681,314,294,139
685,315,293,139
684,315,292,138
683,315,295,140
681,313,296,140
683,314,296,141
683,315,295,140
683,315,295,140
681,314,295,140
681,314,294,140
677,318,310,143
678,320,306,141
681,320,306,141
723,390,318,146
709,376,327,151
692,282,306,153
692,282,306,153
692,282,305,153
694,283,304,152
694,324,286,121
694,324,286,121
693,323,286,121
693,323,286,121
693,323,286,121
694,324,286,121
700,326,283,119
698,323,288,122
697,320,294,124
696,323,294,124
700,323,288,122
701,323,287,121
702,323,288,121
701,323,287,121
702,322,287,121
700,323,288,121
701,323,288,121
702,322,288,122
701,323,288,121
702,323,287,121
702,323,288,121
702,322,288,121
701,323,288,121
699,320,291,123
700,320,291,123
701,321,291,123
700,320,292,123
701,322,291,123
687,321,291,123
687,321,292,123
695,324,283,120
695,324,283,119
693,322,283,120
695,323,283,120
695,324,283,119
693,323,284,120
695,323,284,120
700,323,289,122
698,322,292,123
699,323,292,123
697,321,292,123
698,322,292,123
699,323,291,123
698,322,292,123
698,323,292,123
698,323,292,123
698,322,292,123
698,323,292,123
699,323,292,123
699,323,292,123
697,321,292,123
697,321,292,123
697,322,293,124
698,322,292,123
697,322,292,123
698,323,292,123
698,323,292,123
698,321,292,123
698,322,292,123
698,322,292,123
698,322,292,123
698,322,292,123
698,322,292,123
698,322,292,123
698,322,292,123
699,322,292,123
697,322,292,123
699,322,292,123
702,325,289,122
698,323,293,124
700,323,291,123
699,322,292,123
705,325,286,121
694,323,288,121
695,322,290,122
692,322,291,123
691,323,293,123
697,325,289,122
694,324,289,122
695,325,288,122
695,325,288,122
697,325,289,122
695,324,288,121
697,324,289,122
691,323,292,123
689,322,295,125
687,321,296,125
685,321,296,125
685,321,299,126
689,322,295,124
690,324,291,123
688,321,295,125
690,324,291,123
688,322,295,125
687,322,295,125
690,323,292,123
689,322,294,124
689,323,292,123
687,321,296,125
685,321,298,126
685,321,298,126
685,321,297,125
698,325,289,122
700,325,285,120
700,324,287,121
702,325,282,119
701,325,284,120
703,326,283,119
704,326,283,119
702,325,283,119
702,325,283,119
702,325,283,119
702,325,283,119
702,325,283,120
704,326,283,119
703,326,283,119
702,325,283,119
702,325,283,119
703,326,283,120
703,326,283,119
702,325,283,119
702,325,283,119
702,325,283,119
702,324,283,120
726,329,283,119
698,322,296,125
696,322,297,125
705,329,281,119
702,329,285,120
702,329,282,119
700,328,283,119
705,329,281,118
707,324,285,120
703,323,289,122
701,324,294,124
701,324,294,124
702,324,294,124
702,323,293,124
703,323,292,123
703,323,293,124
703,323,293,124
702,322,293,124
705,324,291,123
714,332,273,115
714,332,273,115
717,325,283,120
718,325,283,120
718,325,283,120
718,325,283,120
