617,97,63,56
618,97,62,55
626,94,68,60
691,100,67,59
691,102,66,59
694,103,66,58
693,103,66,58
693,103,66,59
692,103,66,59
694,103,66,58
694,103,66,58
725,107,63,56
725,107,63,56
725,107,63,56
755,108,64,57
779,112,63,56
816,113,62,55
816,113,62,55
846,116,61,54
868,117,61,54
883,119,59,52
889,118,58,51
906,120,57,51
922,120,59,52
959,123,58,52
963,121,59,52
969,121,59,52
970,121,58,51
976,124,57,51
987,123,58,51
1010,125,58,51
1019,124,59,52
1019,124,58,52
1020,124,59,52
1027,124,58,52
1050,127,59,52
1050,126,59,52
1050,126,59,53
1062,128,59,52
1082,127,59,53
1082,127,59,53
1097,128,62,55
1076,128,62,55
1064,126,63,55
1039,125,57,50
1019,118,56,49
1018,117,55,48
1013,119,56,48
1007,124,54,48
1005,125,54,48
997,125,56,50
973,117,80,58
980,115,74,60
979,116,74,60
980,112,72,63
979,117,66,59
962,122,57,50
962,122,57,50
949,122,56,49
947,123,57,51
883,119,56,50
871,118,57,51
869,117,58,51
845,106,84,67
843,106,84,67
839,107,84,67
819,105,85,68
819,105,86,68
787,103,84,67
731,95,86,69
733,97,83,66
718,97,84,67
693,96,86,69
677,95,87,70
678,94,85,68
672,94,84,67
669,94,85,68
664,94,86,69
653,93,85,68
633,92,85,68
628,92,86,69
575,87,91,72
627,89,87,69
627,90,86,69
627,90,86,69
626,90,86,69
626,90,86,69
626,90,86,69
625,90,85,68
617,89,85,68
616,89,85,68
616,89,85,68
616,90,85,68
626,90,86,68
627,91,87,70
628,91,86,69
627,91,86,69
628,91,86,69
626,91,87,69
626,91,87,69
626,90,89,71
625,90,87,69
625,90,88,70
625,90,87,70
625,91,87,70
624,90,89,71
625,90,88,70
626,91,88,70
626,91,87,70
628,91,87,70
629,91,87,69
629,91,87,70
628,91,87,69
628,91,87,69
628,91,87,69
627,91,87,69
626,91,87,70
629,91,88,70
633,91,83,67
633,91,83,66
651,93,82,65
651,93,82,65
653,92,87,69
684,96,85,68
683,95,86,69
684,96,85,68
684,96,85,68
685,96,85,68
692,96,84,67
696,97,84,67
697,97,84,67
697,97,84,67
699,97,84,67
707,97,84,67
712,97,84,67
735,100,86,69
737,100,86,68
740,100,84,67
743,100,85,68
744,100,84,67
757,101,85,68
760,101,85,68
762,102,85,68
762,102,86,68
764,102,85,68
764,102,84,67
764,102,84,67
763,102,85,68
770,103,85,68
771,102,87,69
777,103,85,68
782,103,84,67
791,103,84,67
792,104,84,67
796,104,87,70
817,105,87,69
821,106,85,68
821,105,85,68
821,106,85,68
821,105,85,68
829,106,82,65
842,106,82,66
845,107,85,68
852,107,85,68
884,108,83,66
886,108,84,67
892,110,86,68
891,109,87,69
891,109,88,70
892,109,86,69
898,110,83,66
908,111,88,70
924,110,82,66
927,111,79,63
927,111,82,65
929,110,82,66
932,111,84,67
940,111,84,67
948,111,87,70
954,112,83,66
956,112,83,67
978,113,83,66
979,113,83,67
1016,114,86,69
1014,114,87,69
1014,114,86,69
1014,114,86,69
1014,114,86,69
1010,114,86,69
1011,114,86,69
1009,114,85,68
1007,116,86,68
990,112,83,67
971,113,83,66
968,113,84,67
964,113,85,68
962,112,86,69
946,110,84,67
946,109,83,66
947,110,84,67
937,110,86,69
938,109,85,68
937,110,86,69
933,110,87,69
1101,130,55,55
938,122,78,57
937,122,80,59
914,107,78,57
914,107,78,57
907,106,79,58
910,120,84,61
904,119,87,63
902,119,89,65
896,121,84,61
892,120,82,60
892,121,80,58
893,120,80,58
886,123,77,56
885,124,74,55
885,123,76,56
885,124,76,56
886,124,77,56
882,123,80,59
881,122,80,59
881,121,81,59
880,121,82,60
880,121,81,60
868,120,77,57
852,119,82,60
852,119,84,61
827,117,85,62
826,117,85,63
825,117,85,63
825,116,81,59
823,116,81,59
818,114,84,61
800,112,87,64
796,115,82,60
796,116,81,60
793,115,81,59
793,115,81,59
787,113,83,61
774,111,84,61
773,110,85,62
775,112,84,61
774,114,82,60
771,114,83,60
768,113,85,62
758,110,85,62
755,110,85,62
754,110,85,62
753,110,84,62
753,111,83,61
750,111,83,61
749,111,83,61
748,111,83,61
746,112,80,59
743,112,80,59
742,112,81,59
726,109,82,60
725,110,83,61
725,109,83,60
704,109,81,59
701,110,79,58
684,109,79,58
684,109,79,58
674,107,81,60
674,108,81,59
668,106,81,59
668,106,81,59
667,106,79,58
663,107,78,57
663,107,78,57
648,106,82,60
648,106,81,59
638,104,80,59
630,102,82,60
630,102,82,60
630,102,82,60
629,102,82,60
628,103,82,60
621,103,82,60
613,103,81,59
611,102,82,60
601,102,82,60
590,101,81,59
591,102,80,58
584,101,78,57
584,102,76,56
